('The dog is quiet.', 'The dog is quiet.', True)
('The falcon chases the cat.', 'The falcon chases the cat.', True)
('The falcon chases the cat.', 'The falcon chases the cat.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The rabbit is round.', 'The rabbit is round.', True)
('The falcon is slow.', 'The falcon is slow.', True)
('The falcon is slow.', 'The falcon is slow.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The dog is funny.', 'The dog is funny.', True)
('The dog is funny.', 'The dog is funny.', True)
('The falcon needs the dog.', 'The falcon needs the dog.', True)
('The falcon needs the dog.', 'The falcon needs the dog.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The falcon is lazy.', 'The falcon is lazy.', True)
('The falcon is lazy.', 'The falcon is lazy.', True)
('The dinosaur is obese.', 'The dinosaur is obese.', True)
('The dinosaur is obese.', 'The dinosaur is obese.', True)
('The mouse is funny.', 'The mouse is funny.', True)
('The mouse is funny.', 'The mouse is funny.', True)
('The falcon attacks the mouse.', 'The falcon attacks the mouse.', True)
('The falcon attacks the mouse.', 'The falcon attacks the mouse.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The hamster is smart.', 'The hamster is smart.', True)
('The wolf is slow.', 'The wolf is slow.', True)
('The wolf is slow.', 'The wolf is slow.', True)
('The leopard is big.', 'The leopard is obese.', False)
('The leopard is big.', 'The leopard is obese.', False)
('The squirrel is furry.', 'The squirrel is furry.', True)
('The squirrel is furry.', 'The squirrel is furry.', True)
('The wolf visits the squirrel.', 'The wolf visits the squirrel.', True)
('The wolf visits the squirrel.', 'The wolf visits the squirrel.', True)
('The mouse is round.', 'The mouse is round.', True)
('The mouse is round.', 'The mouse is round.', True)
('The lion is slow.', 'The lion is slow.', True)
('The lion is slow.', 'The lion is slow.', True)
('The tiger is fierce.', 'The tiger is fierce.', True)
('The tiger is fierce.', 'The tiger is fierce.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The lion sees the hamster.', 'The lion sees the hamster.', True)
('The lion sees the hamster.', 'The lion sees the hamster.', True)
('The dog is nice.', 'The dog is nice.', True)
('The dog is nice.', 'The dog is nice.', True)
('The tiger is slow.', 'The tiger is slow.', True)
('The tiger is slow.', 'The tiger is slow.', True)
('The cheetah is obese.', 'The cheetah is obese.', True)
('The cheetah is obese.', 'The cheetah is obese.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The tiger attacks the squirrel.', 'The tiger attacks the squirrel.', True)
('The tiger attacks the squirrel.', 'The tiger attacks the squirrel.', True)
('The mouse is kind.', 'The mouse is nice.', False)
('The mouse is kind.', 'The mouse is nice.', False)
('The falcon is rough.', 'The falcon is rough.', True)
('The falcon is rough.', 'The falcon is rough.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The rabbit is small.', 'The rabbit is small.', True)
('The rabbit is small.', 'The rabbit is small.', True)
('The falcon sees the rabbit.', 'The falcon sees the rabbit.', True)
('The falcon sees the rabbit.', 'The falcon sees the rabbit.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The snake is sleepy.', 'The snake is sleepy.', True)
('The snake is sleepy.', 'The snake is sleepy.', True)
('The cheetah is strong.', 'The cheetah is strong.', True)
('The cheetah is strong.', 'The cheetah is strong.', True)
('The mouse is furry.', 'The mouse is furry.', True)
('The mouse is furry.', 'The mouse is furry.', True)
('The snake visits the mouse.', 'The snake visits the mouse.', True)
('The snake visits the mouse.', 'The snake visits the mouse.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The squirrel is smart.', 'The squirrel is smart.', True)
('The snake is rough.', 'The snake is rough.', True)
('The snake is rough.', 'The snake is rough.', True)
('The leopard is obese.', 'The leopard is obese.', True)
('The leopard is obese.', 'The leopard is obese.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The snake likes the hamster.', 'The snake likes the hamster.', True)
('The snake likes the hamster.', 'The snake likes the hamster.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The cheetah is slow.', 'The cheetah is slow.', True)
('The cheetah is slow.', 'The cheetah is slow.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The dinosaur is fierce.', 'The dinosaur is fierce.', True)
('The dog is funny.', 'The dog is funny.', True)
('The dog is funny.', 'The dog is funny.', True)
('The cheetah chases the dog.', 'The cheetah chases the dog.', True)
('The cheetah chases the dog.', 'The cheetah chases the dog.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The dinosaur is reckless.', 'The dinosaur is reckless.', True)
('The dinosaur is reckless.', 'The dinosaur is reckless.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The crocodile is awful.', 'The crocodile is awful.', True)
('The mouse is lovely.', 'The mouse is lovely.', True)
('The mouse is lovely.', 'The mouse is lovely.', True)
('The dinosaur chases the mouse.', 'The dinosaur chases the mouse.', True)
('The dinosaur chases the mouse.', 'The dinosaur chases the mouse.', True)
('The mouse is kind.', 'The mouse is nice.', False)
('The mouse is kind.', 'The mouse is kind.', True)
('The bear is reckless.', 'The bear is reckless.', True)
('The bear is reckless.', 'The bear is reckless.', True)
('The tiger is heavy.', 'The tiger is heavy.', True)
('The tiger is heavy.', 'The tiger is heavy.', True)
('The hamster is small.', 'The hamster is small.', True)
('The hamster is small.', 'The hamster is small.', True)
('The bear visits the hamster.', 'The bear visits the hamster.', True)
('The bear visits the hamster.', 'The bear visits the hamster.', True)
('The mouse is kind.', 'The mouse is nice.', False)
('The mouse is kind.', 'The mouse is nice.', False)
('The bald eagle is reckless.', 'The bald eagle is reckless.', True)
('The bald eagle is reckless.', 'The bald eagle is reckless.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The squirrel is furry.', 'The squirrel is lovely.', False)
('The squirrel is furry.', 'The squirrel is lovely.', False)
('The bald eagle sees the squirrel.', 'The bald eagle sees the squirrel.', True)
('The bald eagle sees the squirrel.', 'The bald eagle sees the squirrel.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The bear is lazy.', 'The bear is lazy.', True)
('The bear is lazy.', 'The bear is lazy.', True)
('The dinosaur is big.', 'The dinosaur is big.', True)
('The dinosaur is big.', 'The dinosaur is big.', True)
('The cat is furry.', 'The cat is furry.', True)
('The cat is furry.', 'The cat is furry.', True)
('The bear attacks the cat.', 'The bear attacks the cat.', True)
('The bear attacks the cat.', 'The bear attacks the cat.', True)
('The rabbit is kind.', 'The rabbit is nice.', False)
('The rabbit is kind.', 'The rabbit is nice.', False)
('The bear is reckless.', 'The bear is reckless.', True)
('The bear is reckless.', 'The bear is reckless.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The bear needs the mouse.', 'The bear needs the mouse.', True)
('The bear needs the mouse.', 'The bear needs the mouse.', True)
('The mouse is round.', 'The mouse is round.', True)
('The mouse is round.', 'The mouse is round.', True)
('The falcon is slow.', 'The falcon is slow.', True)
('The falcon is slow.', 'The falcon is slow.', True)
('The wolf is big.', 'The wolf is big.', True)
('The wolf is big.', 'The wolf is big.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The falcon visits the rabbit.', 'The falcon visits the rabbit.', True)
('The falcon visits the rabbit.', 'The falcon visits the rabbit.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The lion is angry.', 'The lion is angry.', True)
('The lion is angry.', 'The lion is angry.', True)
('The snake is obese.', 'The snake is obese.', True)
('The snake is obese.', 'The snake is obese.', True)
('The squirrel is funny.', 'The squirrel is funny.', True)
('The squirrel is funny.', 'The squirrel is funny.', True)
('The lion chases the squirrel.', 'The lion chases the squirrel.', True)
('The lion chases the squirrel.', 'The lion chases the squirrel.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The hamster is nice.', 'The hamster is nice.', True)
('The cheetah is tired.', 'The cheetah is tired.', True)
('The cheetah is tired.', 'The cheetah is tired.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The rabbit is lovely.', 'The rabbit is lovely.', True)
('The cheetah needs the rabbit.', 'The cheetah needs the rabbit.', True)
('The cheetah needs the rabbit.', 'The cheetah needs the rabbit.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The mouse is kind.', 'The mouse is kind.', True)
('The snake is sleepy.', 'The snake is sleepy.', True)
('The snake is sleepy.', 'The snake is sleepy.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The cat is small.', 'The cat is small.', True)
('The cat is small.', 'The cat is small.', True)
('The snake sees the cat.', 'The snake sees the cat.', True)
('The snake sees the cat.', 'The snake sees the cat.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The falcon is rough.', 'The falcon is rough.', True)
('The falcon is rough.', 'The falcon is rough.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The dog is furry.', 'The dog is furry.', True)
('The dog is furry.', 'The dog is furry.', True)
('The falcon sees the dog.', 'The falcon sees the dog.', True)
('The falcon sees the dog.', 'The falcon sees the dog.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The leopard is angry.', 'The leopard is angry.', True)
('The leopard is angry.', 'The leopard is angry.', True)
('The bald eagle is big.', 'The bald eagle is big.', True)
('The bald eagle is big.', 'The bald eagle is big.', True)
('The squirrel is furry.', 'The squirrel is furry.', True)
('The squirrel is furry.', 'The squirrel is furry.', True)
('The leopard sees the squirrel.', 'The leopard sees the squirrel.', True)
('The leopard sees the squirrel.', 'The leopard sees the squirrel.', True)
('The cat is smart.', 'The cat is smart.', True)
('The cat is smart.', 'The cat is smart.', True)
('The snake is sleepy.', 'The snake is sleepy.', True)
('The snake is sleepy.', 'The snake is sleepy.', True)
('The bear is big.', 'The bear is big.', True)
('The bear is big.', 'The bear is big.', True)
('The dog is cute.', 'The dog is cute.', True)
('The dog is cute.', 'The dog is cute.', True)
('The snake attacks the dog.', 'The snake attacks the dog.', True)
('The snake attacks the dog.', 'The snake attacks the dog.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The bear is tired.', 'The bear is tired.', True)
('The bear is tired.', 'The bear is tired.', True)
('The snake is big.', 'The snake is big.', True)
('The snake is big.', 'The snake is big.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The hamster is lovely.', 'The hamster is lovely.', True)
('The bear visits the hamster.', 'The bear visits the hamster.', True)
('The bear visits the hamster.', 'The bear visits the hamster.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The leopard is sleepy.', 'The leopard is sleepy.', True)
('The leopard is sleepy.', 'The leopard is sleepy.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The leopard chases the mouse.', 'The leopard chases the mouse.', True)
('The leopard chases the mouse.', 'The leopard chases the mouse.', True)
('The hamster is kind.', 'The hamster is nice.', False)
('The hamster is kind.', 'The hamster is nice.', False)
('The bear is rough.', 'The bear is rough.', True)
('The bear is rough.', 'The bear is rough.', True)
