('The squirrel is smart.', 'The squirrel is smart.', True)
('The lion is big.', 'The lion is awful.', False)
('The lion is big.', 'The lion is awful.', False)
('The mouse is small.', 'The mouse is lovely.', False)
('The mouse is small.', 'The mouse is lovely.', False)
('The crocodile needs the mouse.', 'The crocodile attacks the rabbit.', False)
('The crocodile needs the mouse.', 'The crocodile attacks the rabbit.', False)
('The dog is quiet.', 'The dog is quiet.', True)
('The dog is quiet.', 'The dog is quiet.', True)
('The falcon is slow.', 'The falcon is slow.', True)
('The falcon is slow.', 'The falcon is slow.', True)
('The bear is strong.', 'The bear is strong.', True)
('The bear is strong.', 'The bear is strong.', True)
('The hamster is funny.', 'The hamster is funny.', True)
('The hamster is funny.', 'The hamster is funny.', True)
('The falcon sees the hamster.', 'The falcon attacks the dog.', False)
('The falcon sees the hamster.', 'The falcon attacks the dog.', False)
('The mouse is quiet.', 'The mouse is smart.', False)
('The mouse is quiet.', 'The mouse is smart.', False)
('The falcon is rough.', 'The falcon is rough.', True)
('The falcon is rough.', 'The falcon is rough.', True)
('The tiger is awful.', 'The tiger is awful.', True)
('The tiger is awful.', 'The tiger is awful.', True)
('The hamster is small.', 'The hamster is adorable.', False)
('The hamster is small.', 'The hamster is adorable.', False)
('The falcon chases the hamster.', 'The falcon attacks the mouse.', False)
('The falcon chases the hamster.', 'The falcon attacks the mouse.', False)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The leopard is reckless.', 'The leopard is reckless.', True)
('The leopard is reckless.', 'The leopard is reckless.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The cat is lovely.', 'The cat is beautiful.', False)
('The cat is lovely.', 'The cat is beautiful.', False)
('The leopard needs the cat.', 'The leopard needs the cat.', True)
('The leopard needs the cat.', 'The leopard needs the cat.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The squirrel is quiet.', 'The squirrel is quiet.', True)
('The lion is dull.', 'The lion is dull.', True)
('The lion is dull.', 'The lion is dull.', True)
('The cheetah is strong.', 'The cheetah is strong.', True)
('The cheetah is strong.', 'The cheetah is strong.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The lion visits the hamster.', 'The lion chases the squirrel.', False)
('The lion visits the hamster.', 'The lion chases the squirrel.', False)
('The mouse is round.', 'The mouse is round.', True)
('The mouse is round.', 'The mouse is round.', True)
('The falcon is angry.', 'The falcon is angry.', True)
('The falcon is angry.', 'The falcon is angry.', True)
('The leopard is big.', 'The leopard is big.', True)
('The leopard is big.', 'The leopard is big.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The falcon chases the squirrel.', 'The falcon likes the mouse.', False)
('The falcon chases the squirrel.', 'The falcon likes the mouse.', False)
('The dog is quiet.', 'The dog is smart.', False)
('The dog is quiet.', 'The dog is smart.', False)
('The falcon is boring.', 'The falcon is boring.', True)
('The falcon is boring.', 'The falcon is boring.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The cat is funny.', 'The cat is adorable.', False)
('The cat is funny.', 'The cat is adorable.', False)
('The falcon chases the cat.', 'The falcon chases the cat.', True)
('The falcon chases the cat.', 'The falcon chases the cat.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The tiger is slow.', 'The tiger is slow.', True)
('The tiger is slow.', 'The tiger is slow.', True)
('The bald eagle is heavy.', 'The bald eagle is heavy.', True)
('The bald eagle is heavy.', 'The bald eagle is heavy.', True)
('The dog is funny.', 'The dog is funny.', True)
('The dog is funny.', 'The dog is funny.', True)
('The tiger chases the dog.', 'The tiger likes the rabbit.', False)
('The tiger chases the dog.', 'The tiger likes the rabbit.', False)
('The cat is round.', 'The cat is round.', True)
('The cat is round.', 'The cat is round.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The leopard is fierce.', 'The leopard is fierce.', True)
('The dog is funny.', 'The dog is funny.', True)
('The dog is funny.', 'The dog is funny.', True)
('The wolf chases the dog.', 'The wolf chases the dog.', True)
('The wolf chases the dog.', 'The wolf chases the dog.', True)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The bald eagle is reckless.', 'The bald eagle is reckless.', True)
('The bald eagle is reckless.', 'The bald eagle is reckless.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The tiger is obese.', 'The tiger is obese.', True)
('The dog is furry.', 'The dog is lovely.', False)
('The dog is furry.', 'The dog is lovely.', False)
('The bald eagle sees the dog.', 'The bald eagle needs the cat.', False)
('The bald eagle sees the dog.', 'The bald eagle needs the cat.', False)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The lion is rough.', 'The lion is rough.', True)
('The lion is rough.', 'The lion is rough.', True)
('The snake is big.', 'The snake is big.', True)
('The snake is big.', 'The snake is big.', True)
('The hamster is adorable.', 'The hamster is adorable.', True)
('The hamster is adorable.', 'The hamster is adorable.', True)
('The lion visits the hamster.', 'The lion likes the rabbit.', False)
('The lion visits the hamster.', 'The lion likes the rabbit.', False)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The squirrel is kind.', 'The squirrel is kind.', True)
('The snake is lazy.', 'The snake is lazy.', True)
('The snake is lazy.', 'The snake is lazy.', True)
('The falcon is strong.', 'The falcon is strong.', True)
('The falcon is strong.', 'The falcon is strong.', True)
('The hamster is lovely.', 'The hamster is funny.', False)
('The hamster is lovely.', 'The hamster is funny.', False)
('The snake likes the hamster.', 'The snake likes the squirrel.', False)
('The snake likes the hamster.', 'The snake likes the squirrel.', False)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The wolf is angry.', 'The wolf is angry.', True)
('The wolf is angry.', 'The wolf is angry.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The mouse is small.', 'The mouse is small.', True)
('The mouse is small.', 'The mouse is small.', True)
('The wolf sees the mouse.', 'The wolf sees the mouse.', True)
('The wolf sees the mouse.', 'The wolf sees the mouse.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The dinosaur is angry.', 'The dinosaur is angry.', True)
('The dinosaur is angry.', 'The dinosaur is angry.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The squirrel is funny.', 'The squirrel is lovely.', False)
('The squirrel is funny.', 'The squirrel is lovely.', False)
('The dinosaur sees the squirrel.', 'The dinosaur sees the squirrel.', True)
('The dinosaur sees the squirrel.', 'The dinosaur sees the squirrel.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The wolf is obese.', 'The wolf is obese.', True)
('The wolf is obese.', 'The wolf is obese.', True)
('The dog is furry.', 'The dog is funny.', False)
('The dog is furry.', 'The dog is funny.', False)
('The dinosaur chases the dog.', 'The dinosaur chases the dog.', True)
('The dinosaur chases the dog.', 'The dinosaur chases the dog.', True)
('The cat is kind.', 'The cat is kind.', True)
('The cat is kind.', 'The cat is kind.', True)
('The lion is slow.', 'The lion is slow.', True)
('The lion is slow.', 'The lion is slow.', True)
('The snake is awful.', 'The snake is awful.', True)
('The snake is awful.', 'The snake is awful.', True)
('The rabbit is funny.', 'The rabbit is cute.', False)
('The rabbit is funny.', 'The rabbit is funny.', True)
('The lion attacks the rabbit.', 'The lion attacks the rabbit.', True)
('The lion attacks the rabbit.', 'The lion attacks the rabbit.', True)
('The hamster is kind.', 'The hamster is kind.', True)
('The hamster is kind.', 'The hamster is kind.', True)
('The bald eagle is slow.', 'The bald eagle is slow.', True)
('The bald eagle is slow.', 'The bald eagle is slow.', True)
('The falcon is heavy.', 'The falcon is heavy.', True)
('The falcon is heavy.', 'The falcon is heavy.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The bald eagle needs the squirrel.', 'The bald eagle needs the squirrel.', True)
('The bald eagle needs the squirrel.', 'The bald eagle needs the squirrel.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The rabbit is quiet.', 'The rabbit is quiet.', True)
('The wolf is lazy.', 'The wolf is lazy.', True)
('The wolf is lazy.', 'The wolf is lazy.', True)
('The bear is awful.', 'The bear is awful.', True)
('The bear is awful.', 'The bear is awful.', True)
('The squirrel is furry.', 'The squirrel is beautiful.', False)
('The squirrel is furry.', 'The squirrel is beautiful.', False)
('The wolf likes the squirrel.', 'The wolf likes the rabbit.', False)
('The wolf likes the squirrel.', 'The wolf likes the rabbit.', False)
('The mouse is nice.', 'The mouse is nice.', True)
('The mouse is nice.', 'The mouse is nice.', True)
('The cheetah is angry.', 'The cheetah is angry.', True)
('The cheetah is angry.', 'The cheetah is angry.', True)
('The bald eagle is fierce.', 'The bald eagle is fierce.', True)
('The bald eagle is fierce.', 'The bald eagle is fierce.', True)
('The hamster is cute.', 'The hamster is cute.', True)
('The hamster is cute.', 'The hamster is cute.', True)
('The cheetah sees the hamster.', 'The cheetah needs the mouse.', False)
('The cheetah sees the hamster.', 'The cheetah needs the mouse.', False)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The cheetah is sleepy.', 'The cheetah is sleepy.', True)
('The cheetah is sleepy.', 'The cheetah is sleepy.', True)
('The dinosaur is heavy.', 'The dinosaur is heavy.', True)
('The dinosaur is heavy.', 'The dinosaur is heavy.', True)
('The cat is small.', 'The cat is small.', True)
('The cat is small.', 'The cat is small.', True)
('The cheetah sees the cat.', 'The cheetah attacks the squirrel.', False)
('The cheetah sees the cat.', 'The cheetah attacks the squirrel.', False)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The squirrel is nice.', 'The squirrel is nice.', True)
('The bear is boring.', 'The bear is boring.', True)
('The bear is boring.', 'The bear is boring.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The wolf is strong.', 'The wolf is strong.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The bear sees the mouse.', 'The bear visits the squirrel.', False)
('The bear sees the mouse.', 'The bear visits the squirrel.', False)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The rabbit is smart.', 'The rabbit is smart.', True)
('The tiger is boring.', 'The tiger is boring.', True)
('The tiger is boring.', 'The tiger is boring.', True)
('The bear is obese.', 'The bear is obese.', True)
('The bear is obese.', 'The bear is obese.', True)
('The cat is cute.', 'The cat is cute.', True)
('The cat is cute.', 'The cat is cute.', True)
('The tiger likes the cat.', 'The tiger likes the cat.', True)
('The tiger likes the cat.', 'The tiger likes the cat.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The squirrel is lovely.', 'The squirrel is lovely.', True)
('The wolf likes the squirrel.', 'The wolf likes the squirrel.', True)
('The wolf likes the squirrel.', 'The wolf likes the squirrel.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The cat is quiet.', 'The cat is quiet.', True)
('The crocodile is sleepy.', 'The crocodile is sleepy.', True)
('The crocodile is sleepy.', 'The crocodile is sleepy.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The bald eagle is strong.', 'The bald eagle is strong.', True)
('The rabbit is adorable.', 'The rabbit is lovely.', False)
('The rabbit is adorable.', 'The rabbit is lovely.', False)
('The crocodile visits the rabbit.', 'The crocodile visits the rabbit.', True)
