('The squirrel is kind.', 'The squirrel is boring.', False)
('The leopard is fierce.', 'The leopard is adorable.', False)
('The mouse is beautiful.', 'The mouse is adorable.', False)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The tiger likes the mouse.', 'The tiger likes the mouse.', True)
('The tiger likes the mouse.', 'The tiger likes the mouse.', True)
('The squirrel is quiet.', 'The squirrel is kind.', False)
('The squirrel is quiet.', 'The squirrel is kind.', False)
('The lion is lazy.', 'The lion is angry.', False)
('The lion is lazy.', 'The lion is angry.', False)
('The bear is heavy.', 'The bear is obese.', False)
('The bear is heavy.', 'The bear is obese.', False)
('The rabbit is adorable.', 'The rabbit is beautiful.', False)
('The rabbit is adorable.', 'The rabbit is beautiful.', False)
('The lion chases the rabbit.', 'The lion attacks the squirrel.', False)
('The lion chases the rabbit.', 'The lion attacks the squirrel.', False)
('The mouse is kind.', 'The mouse is kind.', True)
('The mouse is kind.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The leopard is tired.', 'The leopard is small.', False)
('The leopard is tired.', 'The leopard is small.', False)
('The wolf is big.', 'The wolf is strong.', False)
('The wolf is big.', 'The wolf is strong.', False)
('The hamster is furry.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is furry.', 'The hamster is are are are are are are are are are are are are are', False)
('The leopard likes the hamster.', 'The leopard likes the hamster.', True)
('The leopard likes the hamster.', 'The leopard likes the hamster.', True)
('The rabbit is nice.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The rabbit is nice.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The crocodile is slow.', 'The crocodile is angry.', False)
('The crocodile is slow.', 'The crocodile is angry.', False)
('The leopard is big.', 'The leopard is awful.', False)
('The leopard is big.', 'The leopard is awful.', False)
('The mouse is lovely.', 'The mouse is beautiful.', False)
('The mouse is lovely.', 'The mouse is beautiful.', False)
('The crocodile sees the mouse.', 'The crocodile is attacks the mouse.', False)
('The crocodile sees the mouse.', 'The crocodile is attacks the mouse.', False)
('The mouse is nice.', 'The mouse is kind.', False)
('The mouse is nice.', 'The mouse is kind.', False)
('The cheetah is rough.', 'The cheetah is fierce.', False)
('The cheetah is rough.', 'The cheetah is fierce.', False)
('The bald eagle is strong.', 'The bald eagle is heavy.', False)
('The bald eagle is strong.', 'The bald eagle is heavy.', False)
('The rabbit is funny.', 'The rabbit is funny.', True)
('The rabbit is funny.', 'The rabbit is funny.', True)
('The cheetah sees the rabbit.', 'The cheetah needs the mouse.', False)
('The cheetah sees the rabbit.', 'The cheetah needs the mouse.', False)
('The squirrel is quiet.', 'The squirrel is is is is is is is is is is is is is is is i', False)
('The squirrel is quiet.', 'The squirrel is is is is is is is is is is is is is is is i', False)
('The bald eagle is angry.', 'The bald eagle is angry.', True)
('The bald eagle is angry.', 'The bald eagle is awful.', False)
('The dinosaur is strong.', 'The dinosaur is awful.', False)
('The dinosaur is strong.', 'The dinosaur is awful.', False)
('The rabbit is furry.', 'The rabbit is cute.', False)
('The rabbit is furry.', 'The rabbit is cute.', False)
('The bald eagle likes the rabbit.', 'The bald eagle attacks the squirrel.', False)
('The bald eagle likes the rabbit.', 'The bald eagle attacks the squirrel.', False)
('The mouse is quiet.', 'The mouse is awful.', False)
('The mouse is quiet.', 'The mouse is awful.', False)
('The cheetah is slow.', 'The cheetah is boring.', False)
('The cheetah is slow.', 'The cheetah is boring.', False)
('The dinosaur is heavy.', 'The dinosaur is awful.', False)
('The dinosaur is heavy.', 'The dinosaur is awful.', False)
('The rabbit is funny.', 'The rabbit is adorable.', False)
('The rabbit is funny.', 'The rabbit is adorable.', False)
('The cheetah likes the rabbit.', 'The cheetah sees the mouse.', False)
('The cheetah likes the rabbit.', 'The cheetah sees the mouse.', False)
('The rabbit is kind.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The rabbit is kind.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The bear is sleepy.', 'The bear is lazy.', False)
('The bear is sleepy.', 'The bear is lazy.', False)
('The tiger is fierce.', 'The tiger is obese.', False)
('The tiger is fierce.', 'The tiger is obese.', False)
('The hamster is beautiful.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is beautiful.', 'The hamster is are are are are are are are are are are are are are', False)
('The bear attacks the hamster.', 'The bear attacks the hamster.', True)
('The bear attacks the hamster.', 'The bear attacks the hamster.', True)
('The hamster is nice.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is nice.', 'The hamster is are are are are are are are are are are are are are', False)
('The tiger is angry.', 'The tiger is obese.', False)
('The tiger is angry.', 'The tiger is obese.', False)
('The dinosaur is big.', 'The dinosaur is obese.', False)
('The dinosaur is big.', 'The dinosaur is obese.', False)
('The mouse is lovely.', 'The mouse is is is is adorable.', False)
('The mouse is lovely.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The tiger chases the mouse.', 'The tiger is and are and are and are and are and are and are and', False)
('The tiger chases the mouse.', 'The tiger is and are and are and are and are and are and are and', False)
('The dog is quiet.', 'The dog is are are are are are are are are are are are are are are are', False)
('The dog is quiet.', 'The dog is are are are are are are are are are are are are are are are', False)
('The tiger is slow.', 'The tiger is lazy.', False)
('The tiger is slow.', 'The tiger is lazy.', False)
('The falcon is strong.', 'The falcon is strong.', True)
('The falcon is strong.', 'The falcon is strong.', True)
('The mouse is adorable.', 'The mouse is beautiful.', False)
('The mouse is adorable.', 'The mouse is beautiful.', False)
('The tiger likes the mouse.', 'The tiger is likes the mouse.', False)
('The tiger likes the mouse.', 'The tiger is likes the mouse.', False)
('The cat is smart.', 'The cat is is is is is is is is is is is is is is is i', False)
('The cat is smart.', 'The cat is is is is is is is is is is is is is is is i', False)
('The cheetah is reckless.', 'The cheetah is sleepy.', False)
('The cheetah is reckless.', 'The cheetah is sleepy.', False)
('The tiger is big.', 'The tiger is big.', True)
('The tiger is big.', 'The tiger is big.', True)
('The hamster is adorable.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is adorable.', 'The hamster is are are are are are are are are are are are are are', False)
('The cheetah sees the hamster.', 'The cheetah sees the hamster.', True)
('The cheetah sees the hamster.', 'The cheetah sees the hamster.', True)
('The hamster is nice.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is nice.', 'The hamster is are are are are are are are are are are are are are', False)
('The bald eagle is reckless.', 'The bald eagle is angry.', False)
('The bald eagle is reckless.', 'The bald eagle is angry.', False)
('The cheetah is heavy.', 'The cheetah is strong.', False)
('The cheetah is heavy.', 'The cheetah is strong.', False)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The bald eagle likes the squirrel.', 'The bald eagle is and angry.', False)
('The bald eagle likes the squirrel.', 'The bald eagle is and angry.', False)
('The mouse is kind.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The mouse is kind.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The cheetah is angry.', 'The cheetah is boring.', False)
('The cheetah is angry.', 'The cheetah is boring.', False)
('The bald eagle is strong.', 'The bald eagle is angry.', False)
('The bald eagle is strong.', 'The bald eagle is angry.', False)
('The cat is cute.', 'The cat is beautiful.', False)
('The cat is cute.', 'The cat is beautiful.', False)
('The cheetah attacks the cat.', 'The cheetah needs the mouse.', False)
('The cheetah attacks the cat.', 'The cheetah needs the mouse.', False)
('The dog is round.', 'The dog is are are are are are are are are are are are are are are are', False)
('The dog is round.', 'The dog is are are are are are are are are are are are are are are are', False)
('The wolf is reckless.', 'The wolf is sleepy.', False)
('The wolf is reckless.', 'The wolf is sleepy.', False)
('The dinosaur is heavy.', 'The dinosaur is big.', False)
('The dinosaur is heavy.', 'The dinosaur is big.', False)
('The mouse is funny.', 'The mouse is is is is is is is is is adorable.', False)
('The mouse is funny.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The wolf visits the mouse.', 'The wolf is angry.', False)
('The wolf visits the mouse.', 'The wolf is angry.', False)
('The dog is nice.', 'The dog is is is is is is is is is is is is is is is i', False)
('The dog is nice.', 'The dog is is is is is is is is is is is is is is is i', False)
('The tiger is rough.', 'The tiger is boring.', False)
('The tiger is rough.', 'The tiger is boring.', False)
('The leopard is awful.', 'The leopard is heavy.', False)
('The leopard is awful.', 'The leopard is heavy.', False)
('The squirrel is furry.', 'The squirrel is beautiful.', False)
('The squirrel is furry.', 'The squirrel is beautiful.', False)
('The tiger sees the squirrel.', 'The tiger sees the squirrel.', True)
('The tiger sees the squirrel.', 'The tiger sees the squirrel.', True)
('The rabbit is kind.', 'The rabbit is boring.', False)
('The rabbit is kind.', 'The rabbit is boring.', False)
('The snake is angry.', 'The snake is boring.', False)
('The snake is angry.', 'The snake is boring.', False)
('The cheetah is big.', 'The cheetah is awful.', False)
('The cheetah is big.', 'The cheetah is awful.', False)
('The mouse is furry.', 'The mouse is beautiful.', False)
('The mouse is furry.', 'The mouse is beautiful.', False)
('The snake sees the mouse.', 'The snake visits the rabbit.', False)
('The snake sees the mouse.', 'The snake visits the rabbit.', False)
('The hamster is kind.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is kind.', 'The hamster is are are are are are are are are are are are are are', False)
('The dinosaur is lazy.', 'The dinosaur is big.', False)
('The dinosaur is lazy.', 'The dinosaur is big.', False)
('The crocodile is strong.', 'The crocodile is awful.', False)
('The crocodile is strong.', 'The crocodile is heavy.', False)
('The mouse is adorable.', 'The mouse is adorable.', True)
('The mouse is adorable.', 'The mouse is is adorable.', False)
('The dinosaur attacks the mouse.', 'The dinosaur is attacks the hamster.', False)
('The dinosaur attacks the mouse.', 'The dinosaur is attacks the hamster.', False)
