('Fiona is strong.', 'The fion is strong.', False)
('Bob is sad.', 'The lion is sad.', False)
('Erin is big.', 'The er is big.', False)
('Erin is big.', 'The er is big.', False)
('Fiona is little.', 'The fion is small.', False)
('Fiona is little.', 'The fion is small.', False)
('Anne is quiet.', 'The bald eagle is quiet.', False)
('Anne is quiet.', 'The bald eagle is quiet.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Gary is poor.', 'The bald eagle is poor.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is strong.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Gary is quiet.', 'The Gary is clever.', False)
('Gary is quiet.', 'The Gary is clever.', False)
('Bob is imperfect.', 'The bald eagle is imperfect.', False)
('Bob is imperfect.', 'The bald eagle is imperfect.', False)
('Alan is high.', 'The cat is high.', False)
('Alan is high.', 'The cat is high.', False)
('Anne is little.', 'The snake is short.', False)
('Anne is little.', 'The snake is short.', False)
('Dave is kind.', 'The bald eagle is kind.', False)
('Dave is kind.', 'The bald eagle is kind.', False)
('Fiona is sad.', 'The filion is imperfect.', False)
('Fiona is sad.', 'The filion is imperfect.', False)
('Fiona is huge.', 'The lion is big.', False)
('Fiona is huge.', 'The lion is big.', False)
('Harry is small.', 'The Harry is short.', False)
('Harry is small.', 'The Harry is short.', False)
('Charlie is smart.', 'The lion is smart.', False)
('Charlie is smart.', 'The lion is smart.', False)
('Erin is bad.', 'The er is sad.', False)
('Erin is bad.', 'The er is sad.', False)
('Anne is heavy.', 'The snake is heavy.', False)
('Anne is heavy.', 'The snake is heavy.', False)
('Dave is thin.', 'The dog is thin.', False)
('Dave is thin.', 'The Dave is thin.', False)
('Bob is quiet.', 'The dog is smart.', False)
('Bob is quiet.', 'The bald eagle is clever.', False)
('Harry is bad.', 'The bald eagle is poor.', False)
('Harry is bad.', 'The  Harry is poor.', False)
('Bob is heavy.', 'The dog is strong.', False)
('Bob is heavy.', 'The dog is strong.', False)
('Anne is little.', 'The snake is small.', False)
('Anne is little.', 'The snake is small.', False)
('Charlie is nice.', 'The cat is wealthy.', False)
('Charlie is nice.', 'The cat is wealthy.', False)
('Alan is dull.', 'The a person is sad.', False)
('Alan is dull.', 'The a person is sad.', False)
('Harry is strong.', 'The lion is strong.', False)
('Harry is strong.', 'The Harry is big.', False)
('Anne is little.', 'The Anne is small.', False)
('Anne is little.', 'The Anne is small.', False)
('Dave is wealthy.', 'The snake is quiet.', False)
('Dave is wealthy.', 'The snake is quiet.', False)
('Gary is dull.', 'The bald eagle is sad.', False)
('Gary is dull.', 'The bald eagle is sad.', False)
('Charlie is high.', 'The cat is big.', False)
('Charlie is high.', 'The cat is big.', False)
('Bob is little.', 'The bob is thin.', False)
('Bob is little.', 'The bob is thin.', False)
('Erin is nice.', 'The bald eagle is nice.', False)
('Erin is nice.', 'The er is nice.', False)
('Dave is imperfect.', 'The dog is bad.', False)
('Dave is imperfect.', 'The dog is bad.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Erin is thin.', 'The er is thin.', False)
('Erin is thin.', 'The er is thin.', False)
('Gary is quiet.', 'The bald eagle is nice.', False)
('Gary is quiet.', 'The bald eagle is nice.', False)
('Bob is dull.', 'The cat is dull.', False)
('Bob is dull.', 'The bald eagle is imperfect.', False)
('Dave is high.', 'The dog is big.', False)
('Dave is high.', 'The dog is big.', False)
('Fiona is little.', 'The fion is small.', False)
('Fiona is little.', 'The fion is small.', False)
('Charlie is kind.', 'The cat is smart.', False)
('Charlie is kind.', 'The cat is smart.', False)
('Harry is dull.', 'The lion is rough.', False)
('Harry is dull.', 'The lion is rough.', False)
('Dave is high.', 'The dog is high.', False)
('Dave is high.', 'The dog is high.', False)
('Gary is tiny.', 'The Gary is small.', False)
('Gary is tiny.', 'The bald eagle is small.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Fiona is wealthy.', 'The lion is wealthy.', False)
('Alan is bad.', 'The cat is dull.', False)
('Alan is bad.', 'The cat is dull.', False)
('Alan is big.', 'The cat is heavy.', False)
('Alan is big.', 'The cat is heavy.', False)
('Erin is short.', 'The er is small.', False)
('Erin is short.', 'The er is small.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Harry is wealthy.', 'The Harry is wealthy.', False)
('Anne is dull.', 'The bald eagle is bad.', False)
('Anne is dull.', 'The bald eagle is bad.', False)
('Gary is high.', 'The bald eagle is high.', False)
('Gary is high.', 'The bald eagle is high.', False)
('Erin is short.', 'The er is small.', False)
('Erin is short.', 'The er is small.', False)
('Dave is clever.', 'The bald eagle is kind.', False)
('Dave is clever.', 'The bald eagle is kind.', False)
('Harry is dull.', 'The lion is dull.', False)
('Harry is dull.', 'The lion is dull.', False)
('Erin is big.', 'The erin is strong.', False)
('Erin is big.', 'The erin is strong.', False)
('Bob is short.', 'The cat is short.', False)
('Bob is short.', 'The cat is short.', False)
('Anne is kind.', 'The snake is kind.', False)
('Anne is kind.', 'The snake is kind.', False)
('Harry is sad.', 'The Harry is dull.', False)
('Harry is sad.', 'The Harry is dull.', False)
('Harry is high.', 'The Harry is heavy.', False)
('Harry is high.', 'The Harry is heavy.', False)
('Alan is little.', 'The dinosaur is small.', False)
('Alan is little.', 'The cat is small.', False)
('Anne is wealthy.', 'The snake is wealthy.', False)
('Anne is wealthy.', 'The anneagle is wealthy.', False)
('Charlie is poor.', 'The cat is dull.', False)
('Charlie is poor.', 'The cat is dull.', False)
('Dave is big.', 'The dog is heavy.', False)
('Dave is big.', 'The bald eagle is big.', False)
('Anne is tiny.', 'The snake is small.', False)
('Anne is tiny.', 'The snake is small.', False)
('Erin is kind.', 'The erin is kind.', False)
('Erin is kind.', 'The erin is kind.', False)
('Charlie is poor.', 'The cat is bad.', False)
('Charlie is poor.', 'The cat is bad.', False)
('Dave is big.', 'The a person is heavy.', False)
('Dave is big.', 'The a person is heavy.', False)
('Erin is tiny.', 'The eriger is small.', False)
('Erin is tiny.', 'The erin is small.', False)
('Bob is clever.', 'The cat is smart.', False)
('Bob is clever.', 'The cat is smart.', False)
('Charlie is sad.', 'The cat is poor.', False)
('Charlie is sad.', 'The cat is poor.', False)
('Bob is heavy.', 'The cat is heavy.', False)
('Bob is heavy.', 'The cat is heavy.', False)
('Charlie is short.', 'The cat is short.', False)
('Charlie is short.', 'The cat is short.', False)
('Fiona is clever.', 'The lion is nice.', False)
('Fiona is clever.', 'The lion is nice.', False)
('Dave is bad.', 'The dog is bad.', False)
('Dave is bad.', 'The dog is bad.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Dave is thin.', 'The dog is short.', False)
('Dave is thin.', 'The dog is short.', False)
('Bob is quiet.', 'The bob is smart.', False)
('Bob is quiet.', 'The bob is smart.', False)
('Anne is sad.', 'The cat is dull.', False)
('Anne is sad.', 'The cat is dull.', False)
('Harry is huge.', 'The lion is big.', False)
('Harry is huge.', 'The lion is big.', False)
('Erin is little.', 'The er is small.', False)
('Erin is little.', 'The er is small.', False)
('Fiona is wealthy.', 'The filion is quiet.', False)
('Fiona is wealthy.', 'The filion is quiet.', False)
('Alan is dull.', 'The bald eagle is dull.', False)
('Alan is dull.', 'The bald eagle is dull.', False)
('Harry is big.', 'The Harry is strong.', False)
('Harry is big.', 'The Harry is strong.', False)
('Charlie is little.', 'The squirrel is small.', False)
('Charlie is little.', 'The squirrel is small.', False)
('Alan is smart.', 'The cat is nice.', False)
('Alan is smart.', 'The cat is nice.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Harry is heavy.', 'The Harry is high.', False)
('Harry is heavy.', 'The Harry is high.', False)
('Alan is short.', 'The cat is short.', False)
('Alan is short.', 'The cat is short.', False)
('Fiona is kind.', 'The lion is smart.', False)
('Fiona is kind.', 'The lion is smart.', False)
('Anne is imperfect.', 'The snake is imperfect.', False)
('Anne is imperfect.', 'The snake is imperfect.', False)
('Fiona is big.', 'The fion is big.', False)
('Fiona is big.', 'The fion is big.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Erin is wealthy.', 'The erin is nice.', False)
('Erin is wealthy.', 'The erin is nice.', False)
('Anne is dull.', 'The snake is bad.', False)
('Anne is dull.', 'The snake is bad.', False)
('Dave is high.', 'The bald eagle is big.', False)
('Dave is high.', 'The bald eagle is big.', False)
('Anne is tiny.', 'The snake is short.', False)
('Anne is tiny.', 'The snake is short.', False)
('Charlie is nice.', 'The cat is kind.', False)
('Charlie is nice.', 'The cat is kind.', False)
('Harry is dull.', 'The Harry is rough.', False)
('Harry is dull.', 'The Harry is rough.', False)
('Gary is huge.', 'The bald eagle is heavy.', False)
('Gary is huge.', 'The bald eagle is heavy.', False)
('Anne is little.', 'The snake is thin.', False)
('Anne is little.', 'The snake is thin.', False)
('Erin is smart.', 'The er is kind.', False)
('Erin is smart.', 'The er is kind.', False)
('Bob is imperfect.', 'The cat is poor.', False)
('Bob is imperfect.', 'The cat is poor.', False)
('Alan is huge.', 'The bald eagle is strong.', False)
('Alan is huge.', 'The bald eagle is strong.', False)
('Dave is short.', 'The dinosaur is small.', False)
('Dave is short.', 'The dinosaur is small.', False)
('Anne is smart.', 'The snake is clever.', False)
('Anne is smart.', 'The snake is clever.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Erin is heavy.', 'The er is heavy.', False)
('Erin is heavy.', 'The er is heavy.', False)
('Harry is short.', 'The  Harry is small.', False)
('Harry is short.', 'The Harry is small.', False)
('Gary is clever.', 'The bald eagle is quiet.', False)
('Gary is clever.', 'The bald eagle is quiet.', False)
('Bob is rough.', 'The cat is rough.', False)
('Bob is rough.', 'The cat is rough.', False)
('Charlie is high.', 'The cat is heavy.', False)
('Charlie is high.', 'The cat is heavy.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Anne is quiet.', 'The people is nice.', False)
('Anne is quiet.', 'The people is nice.', False)
('Erin is dull.', 'The er is sad.', False)
('Erin is dull.', 'The erin is sad.', False)
('Erin is big.', 'The er is heavy.', False)
('Erin is big.', 'The er is heavy.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Charlie is kind.', 'The cat is smart.', False)
('Charlie is kind.', 'The cat is smart.', False)
('Dave is sad.', 'The dog is dull.', False)
('Dave is sad.', 'The dog is dull.', False)
('Alan is strong.', 'The bald eagle is strong.', False)
('Alan is strong.', 'The bald eagle is strong.', False)
('Erin is small.', 'The erin is small.', False)
('Erin is small.', 'The erin is small.', False)
('Anne is wealthy.', 'The bald eagle is nice.', False)
('Anne is wealthy.', 'The bald eagle is nice.', False)
('Charlie is poor.', 'The bald eagle is rough.', False)
('Charlie is poor.', 'The bald eagle is rough.', False)
('Charlie is strong.', 'The lion is strong.', False)
('Charlie is strong.', 'The lion is strong.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Anne is clever.', 'The snake is nice.', False)
('Anne is clever.', 'The snake is nice.', False)
('Erin is dull.', 'The er is rough.', False)
('Erin is dull.', 'The er is rough.', False)
('Fiona is heavy.', 'The lion is high.', False)
('Fiona is heavy.', 'The lion is high.', False)
('Erin is small.', 'The erin is small.', False)
('Erin is small.', 'The erin is small.', False)
('Alan is clever.', 'The cat is smart.', False)
('Alan is clever.', 'The cat is smart.', False)
('Bob is imperfect.', 'The cat is imperfect.', False)
('Bob is imperfect.', 'The cat is imperfect.', False)
('Harry is big.', 'The Harry is heavy.', False)
('Harry is big.', 'The Harry is heavy.', False)
('Dave is small.', 'The dinosaur is small.', False)
('Dave is small.', 'The dinosaur is small.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Alan is dull.', 'The cat is dull.', False)
('Alan is dull.', 'The cat is dull.', False)
('Fiona is heavy.', 'The filion is heavy.', False)
('Fiona is heavy.', 'The filion is heavy.', False)
('Bob is small.', 'The bob is small.', False)
('Bob is small.', 'The bob is small.', False)
('Charlie is wealthy.', 'The cat is wealthy.', False)
('Charlie is wealthy.', 'The cat is wealthy.', False)
('Harry is dull.', 'The cat is imperfect.', False)
('Harry is dull.', 'The cat is imperfect.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Gary is high.', 'The bald eagle is strong.', False)
('Dave is thin.', 'The dog is thin.', False)
('Dave is thin.', 'The dog is thin.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Erin is bad.', 'The er is poor.', False)
('Erin is bad.', 'The er is poor.', False)
('Charlie is high.', 'The lion is strong.', False)
('Charlie is high.', 'The lion is strong.', False)
('Erin is small.', 'The erin is small.', False)
('Erin is small.', 'The erin is small.', False)
('Gary is clever.', 'The bald eagle is kind.', False)
('Gary is clever.', 'The bald eagle is kind.', False)
('Bob is sad.', 'The bald eagle is sad.', False)
('Bob is sad.', 'The bald eagle is sad.', False)
('Bob is huge.', 'The cat is heavy.', False)
('Bob is huge.', 'The bob is heavy.', False)
('Charlie is short.', 'The bald eagle is small.', False)
('Charlie is short.', 'The bald eagle is small.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Fiona is nice.', 'The lion is nice.', False)
('Harry is sad.', 'The cat is dull.', False)
('Harry is sad.', 'The Harry is dull.', False)
('Anne is big.', 'The snake is big.', False)
('Anne is big.', 'The snake is big.', False)
('Dave is short.', 'The Dave is short.', False)
('Dave is short.', 'The Dave is short.', False)
('Erin is quiet.', 'The erin is smart.', False)
('Erin is quiet.', 'The erin is smart.', False)
('Alan is sad.', 'The dinosaur is sad.', False)
('Alan is sad.', 'The dinosaur is sad.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Dave is small.', 'The dog is short.', False)
('Dave is small.', 'The dog is short.', False)
('Charlie is wealthy.', 'The cat is smart.', False)
