('Fiona is strong.', 'The lion is strong.', False)
('Bob is bad.', 'Thebob is awful.', False)
('Bob is high.', 'The Bob is heavy.', False)
('Bob is high.', 'Thebob is heavy.', False)
('Erin is tiny.', 'The lion is small.', False)
('Erin is tiny.', 'The lion is small.', False)
('Anne is quiet.', 'The bald eagle is quiet.', False)
('Anne is quiet.', 'The bald eagle is quiet.', False)
('Charlie is imperfect.', 'The Charlie is rough.', False)
('Charlie is imperfect.', 'The Charlie is rough.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Harry is heavy.', 'The Harry is heavy.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Charlie is tiny.', 'The Charlie is small.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Alan is nice.', 'The Alan is nice.', False)
('Anne is bad.', 'The bald eagle is heavy.', False)
('Anne is bad.', 'The bald eagle is heavy.', False)
('Fiona is big.', 'The lion is big.', False)
('Fiona is big.', 'The lion is big.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Alan is imperfect.', 'The Alan is imperfect.', False)
('Alan is imperfect.', 'The Alan is imperfect.', False)
('Erin is high.', 'The lion is strong.', False)
('Erin is high.', 'The lion is strong.', False)
('Bob is tiny.', 'Thebob is small.', False)
('Bob is tiny.', 'Thebob is small.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Charlie is kind.', 'The Charlie is kind.', False)
('Gary is poor.', 'The dog is poor.', False)
('Gary is poor.', 'The dog is poor.', False)
('Erin is high.', 'The lion is big.', False)
('Erin is high.', 'The lion is big.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Anne is bad.', 'The bald eagle is bad.', False)
('Anne is bad.', 'The bald eagle is bad.', False)
('Fiona is high.', 'The lion is strong.', False)
('Fiona is high.', 'The lion is strong.', False)
('Anne is thin.', 'The bald eagle is thin.', False)
('Anne is thin.', 'The bald eagle is thin.', False)
('Gary is quiet.', 'The dog is quiet.', False)
('Gary is quiet.', 'The dog is quiet.', False)
('Harry is bad.', 'The Harry is rough.', False)
('Harry is bad.', 'The Harry is thin.', False)
('Dave is huge.', 'The Dave is big.', False)
('Dave is huge.', 'The Dave is big.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Erin is kind.', 'The lion is kind.', False)
('Erin is kind.', 'The lion is kind.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Alan is big.', 'The Alan is big.', False)
('Alan is big.', 'The Alan is big.', False)
('Erin is tiny.', 'The lion is small.', False)
('Erin is tiny.', 'The lion is small.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Harry is clever.', 'The Harry is smart.', False)
('Dave is imperfect.', 'The Dave is imperfect.', False)
('Dave is imperfect.', 'The Dave is imperfect.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Charlie is big.', 'The Charlie is big.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Bob is wealthy.', 'The dog is wealthy.', False)
('Bob is wealthy.', 'The dog is wealthy.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Fiona is big.', 'The lion is big.', False)
('Fiona is big.', 'The lion is big.', False)
('Anne is thin.', 'The bald eagle is thin.', False)
('Anne is thin.', 'The bald eagle is thin.', False)
('Erin is wealthy.', 'The lion is wealthy.', False)
('Erin is wealthy.', 'The lion is wealthy.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Dave is dull.', 'The Dave is dull.', False)
('Gary is big.', 'The dog is big.', False)
('Gary is big.', 'The dog is big.', False)
('Alan is short.', 'The Alan is short.', False)
('Alan is short.', 'The Alan is short.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Gary is high.', 'The dog is strong.', False)
('Gary is high.', 'The dog is strong.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Bob is kind.', 'The Bob is kind.', False)
('Bob is kind.', 'The dog is kind.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Dave is little.', 'The Dave is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Gary is wealthy.', 'The dog is wealthy.', False)
('Gary is wealthy.', 'The dog is wealthy.', False)
('Anne is dull.', 'The bald eagle is big.', False)
('Anne is dull.', 'The bald eagle is big.', False)
('Dave is huge.', 'The Dave is big.', False)
('Dave is huge.', 'The Dave is big.', False)
('Erin is short.', 'The lion is short.', False)
('Erin is short.', 'The lion is short.', False)
('Gary is quiet.', 'The dog is quiet.', False)
('Gary is quiet.', 'The dog is quiet.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Harry is imperfect.', 'The Harry is imperfect.', False)
('Gary is big.', 'The dog is big.', False)
('Gary is big.', 'The dog is big.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Anne is clever.', 'The bald eagle is smart.', False)
('Anne is clever.', 'The bald eagle is smart.', False)
('Erin is imperfect.', 'The lion is big.', False)
('Erin is imperfect.', 'The lion is big.', False)
('Bob is huge.', 'The Bob is big.', False)
('Bob is huge.', 'Thebob is big.', False)
('Fiona is tiny.', 'The lion is small.', False)
('Fiona is tiny.', 'The lion is small.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Charlie is quiet.', 'The Charlie is quiet.', False)
('Harry is sad.', 'The Harry is big.', False)
('Harry is sad.', 'The Harry is big.', False)
('Anne is high.', 'The bald eagle is strong.', False)
('Anne is high.', 'The bald eagle is strong.', False)
('Harry is thin.', 'The Harry is small.', False)
('Harry is thin.', 'The Harry is small.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Dave is nice.', 'The Dave is nice.', False)
('Gary is sad.', 'The dog is sad.', False)
('Gary is sad.', 'The dog is sad.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Fiona is short.', 'The lion is short.', False)
('Fiona is short.', 'The falcon is short.', False)
('Erin is kind.', 'The lion is kind.', False)
('Erin is kind.', 'The lion is kind.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Charlie is short.', 'The Charlie is short.', False)
('Bob is nice.', 'Thebob is nice.', False)
('Bob is nice.', 'Thebob is nice.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Dave is poor.', 'The Dave is poor.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Charlie is strong.', 'The Charlie is strong.', False)
('Fiona is short.', 'The lion is short.', False)
('Fiona is short.', 'The lion is short.', False)
('Erin is wealthy.', 'The lion is wealthy.', False)
('Erin is wealthy.', 'The lion is wealthy.', False)
('Harry is imperfect.', 'The Harry is poor.', False)
('Harry is imperfect.', 'The Harry is rough.', False)
('Harry is high.', 'The Harry is heavy.', False)
('Harry is high.', 'The Harry is heavy.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Charlie is thin.', 'The Charlie is thin.', False)
('Gary is wealthy.', 'The dog is wealthy.', False)
('Gary is wealthy.', 'The dog is wealthy.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Charlie is little.', 'The Charlie is small.', False)
('Erin is clever.', 'The lion is smart.', False)
('Erin is clever.', 'The lion is smart.', False)
('Gary is rough.', 'The dog is rough.', False)
('Gary is rough.', 'The dog is rough.', False)
('Erin is huge.', 'The lion is big.', False)
('Erin is huge.', 'The lion is big.', False)
('Gary is tiny.', 'The dog is small.', False)
('Gary is tiny.', 'The dog is small.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Fiona is clever.', 'The lion is smart.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Alan is poor.', 'The Alan is poor.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Alan is strong.', 'The Alan is strong.', False)
('Erin is thin.', 'The lion is thin.', False)
('Erin is thin.', 'The lion is thin.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Harry is kind.', 'The Harry is kind.', False)
('Charlie is bad.', 'The Charlie is big.', False)
('Charlie is bad.', 'The Charlie is bad.', False)
('Erin is strong.', 'The lion is strong.', False)
('Erin is strong.', 'The lion is strong.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'Thebob is quiet.', False)
('Gary is poor.', 'The dog is poor.', False)
('Gary is poor.', 'The dog is poor.', False)
('Dave is big.', 'The Dave is big.', False)
('Dave is big.', 'The Dave is big.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'Thebob is quiet.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Erin is dull.', 'The bald eagle is dull.', False)
('Gary is high.', 'The dog is strong.', False)
('Gary is high.', 'The dog is strong.', False)
('Bob is thin.', 'Thebob is thin.', False)
('Bob is thin.', 'Thebob is thin.', False)
('Dave is smart.', 'The Dave is smart.', False)
('Dave is smart.', 'The dog is smart.', False)
('Erin is imperfect.', 'The lion is poor.', False)
('Erin is imperfect.', 'The lion is poor.', False)
('Gary is high.', 'The dog is strong.', False)
('Gary is high.', 'The dog is strong.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Anne is small.', 'The bald eagle is small.', False)
('Alan is wealthy.', 'The Alan is wealthy.', False)
('Alan is wealthy.', 'The Alan is wealthy.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Gary is high.', 'The dog is strong.', False)
('Gary is high.', 'The dog is strong.', False)
('Dave is tiny.', 'The Dave is small.', False)
('Dave is tiny.', 'The dog is small.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Alan is sad.', 'The Alan is sad.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Dave is heavy.', 'The Dave is heavy.', False)
('Bob is thin.', 'The Bob is thin.', False)
('Bob is thin.', 'Thebob is thin.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Fiona is kind.', 'The lion is kind.', False)
('Harry is dull.', 'The Harry is dull.', False)
('Harry is dull.', 'The Harry is dull.', False)
('Alan is huge.', 'The Alan is big.', False)
('Alan is huge.', 'The Alan is big.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Bob is dull.', 'Thebob is dull.', False)
('Bob is dull.', 'Thebob is dull.', False)
('Charlie is high.', 'The Charlie is heavy.', False)
('Charlie is high.', 'The Charlie is heavy.', False)
('Alan is short.', 'The Alan is short.', False)
('Alan is short.', 'The Alan is short.', False)
('Bob is nice.', 'The dog is nice.', False)
('Bob is nice.', 'The dog is nice.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Anne is poor.', 'The bald eagle is poor.', False)
('Fiona is huge.', 'The lion is big.', False)
('Fiona is huge.', 'The lion is big.', False)
('Gary is short.', 'The dog is small.', False)
('Gary is short.', 'The dog is small.', False)
('Erin is smart.', 'The lion is smart.', False)
('Erin is smart.', 'The lion is smart.', False)
('Bob is sad.', 'The dog is small.', False)
('Bob is sad.', 'The dog is small.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Charlie is huge.', 'The Charlie is big.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Fiona is smart.', 'The lion is smart.', False)
('Bob is sad.', 'Thebob is poor.', False)
('Bob is sad.', 'Thebob is poor.', False)
('Erin is big.', 'The lion is big.', False)
('Erin is big.', 'The lion is big.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Anne is quiet.', 'The bald eagle is quiet.', False)
('Anne is quiet.', 'The bald eagle is quiet.', False)
('Gary is poor.', 'The dog is poor.', False)
('Gary is poor.', 'The dog is poor.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Gary is quiet.', 'The dog is quiet.', False)
('Gary is quiet.', 'The dog is quiet.', False)
('Bob is imperfect.', 'The dog is poor.', False)
('Bob is imperfect.', 'The dog is poor.', False)
('Alan is high.', 'The Alan is heavy.', False)
('Alan is high.', 'The Alan is heavy.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Dave is kind.', 'The Dave is kind.', False)
('Dave is kind.', 'The Dave is kind.', False)
('Fiona is sad.', 'The lion is rough.', False)
('Fiona is sad.', 'The falcon is big.', False)
('Fiona is huge.', 'The lion is big.', False)
('Fiona is huge.', 'The lion is big.', False)
('Harry is small.', 'The Harry is small.', False)
('Harry is small.', 'The Harry is small.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Charlie is smart.', 'The Charlie is smart.', False)
('Erin is bad.', 'The bald eagle is big.', False)
('Erin is bad.', 'The bald eagle is big.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Anne is heavy.', 'The bald eagle is heavy.', False)
('Dave is thin.', 'The Dave is thin.', False)
('Dave is thin.', 'The Dave is thin.', False)
('Bob is quiet.', 'The Bob is quiet.', False)
('Bob is quiet.', 'Thebob is quiet.', False)
('Harry is bad.', 'The Harry is rough.', False)
('Harry is bad.', 'The Harry is poor.', False)
('Bob is heavy.', 'The Bob is heavy.', False)
('Bob is heavy.', 'Thebob is heavy.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Anne is little.', 'The bald eagle is small.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Alan is dull.', 'The Alan is dull.', False)
('Alan is dull.', 'The Alan is dull.', False)
